"","country","year","sex","age","suicides_no","population","gdp_for_year","gdp_per_capita","generation","continent"
"4798","Bulgaria",2007,"Female","15-24",9,493056,44411476557,6073,"Millenials","Europe"
"4799","Bulgaria",2007,"Female","5-14",5,331138,44411476557,6073,"Generation Z","Europe"
"4800","Bulgaria",2007,"Male","5-14",0,349244,44411476557,6073,"Generation Z","Europe"
"4801","Bulgaria",2008,"Male","75+",132,218689,54409138498,7487,"Silent","Europe"
"4802","Bulgaria",2008,"Male","55-74",248,801793,54409138498,7487,"Silent","Europe"
"4803","Bulgaria",2008,"Male","35-54",205,1058360,54409138498,7487,"Boomers","Europe"
"4804","Bulgaria",2008,"Female","75+",66,352453,54409138498,7487,"Silent","Europe"
"4805","Bulgaria",2008,"Female","55-74",106,980953,54409138498,7487,"Silent","Europe"
"4806","Bulgaria",2008,"Male","25-34",60,581969,54409138498,7487,"Generation X","Europe"
"4807","Bulgaria",2008,"Male","15-24",48,504391,54409138498,7487,"Millenials","Europe"
"4808","Bulgaria",2008,"Female","35-54",41,1066979,54409138498,7487,"Boomers","Europe"
"4809","Bulgaria",2008,"Female","25-34",21,555973,54409138498,7487,"Generation X","Europe"
"4810","Bulgaria",2008,"Female","15-24",10,479334,54409138498,7487,"Millenials","Europe"
"4811","Bulgaria",2008,"Female","5-14",1,324354,54409138498,7487,"Generation Z","Europe"
"4812","Bulgaria",2008,"Male","5-14",1,342263,54409138498,7487,"Generation Z","Europe"
"4813","Bulgaria",2009,"Male","75+",120,222390,51884481410,7186,"Silent","Europe"
"4814","Bulgaria",2009,"Male","55-74",241,799938,51884481410,7186,"Silent","Europe"
"4815","Bulgaria",2009,"Male","35-54",211,1058524,51884481410,7186,"Boomers","Europe"
"4816","Bulgaria",2009,"Female","75+",63,360613,51884481410,7186,"Silent","Europe"
"4817","Bulgaria",2009,"Male","25-34",60,575940,51884481410,7186,"Generation X","Europe"
"4818","Bulgaria",2009,"Female","55-74",72,979605,51884481410,7186,"Silent","Europe"
"4819","Bulgaria",2009,"Male","15-24",29,487528,51884481410,7186,"Millenials","Europe"
"4820","Bulgaria",2009,"Female","35-54",49,1064955,51884481410,7186,"Boomers","Europe"
"4821","Bulgaria",2009,"Female","25-34",13,548235,51884481410,7186,"Generation X","Europe"
"4822","Bulgaria",2009,"Female","15-24",9,463505,51884481410,7186,"Millenials","Europe"
"4823","Bulgaria",2009,"Male","5-14",1,338266,51884481410,7186,"Generation Z","Europe"
"4824","Bulgaria",2009,"Female","5-14",0,320318,51884481410,7186,"Generation Z","Europe"
"4825","Bulgaria",2010,"Male","75+",137,224566,50610058210,7066,"Silent","Europe"
"4826","Bulgaria",2010,"Male","55-74",217,799085,50610058210,7066,"Silent","Europe"
"4827","Bulgaria",2010,"Male","35-54",202,1058086,50610058210,7066,"Generation X","Europe"
"4828","Bulgaria",2010,"Female","75+",60,366672,50610058210,7066,"Silent","Europe"
"4829","Bulgaria",2010,"Male","25-34",57,566462,50610058210,7066,"Generation X","Europe"
"4830","Bulgaria",2010,"Female","55-74",74,979427,50610058210,7066,"Silent","Europe"
"4831","Bulgaria",2010,"Male","15-24",35,467481,50610058210,7066,"Millenials","Europe"
"4832","Bulgaria",2010,"Female","35-54",57,1061049,50610058210,7066,"Generation X","Europe"
"4833","Bulgaria",2010,"Female","25-34",11,537199,50610058210,7066,"Generation X","Europe"
"4834","Bulgaria",2010,"Female","15-24",8,444943,50610058210,7066,"Millenials","Europe"
"4835","Bulgaria",2010,"Male","5-14",1,338094,50610058210,7066,"Generation Z","Europe"
"4836","Bulgaria",2010,"Female","5-14",0,319676,50610058210,7066,"Generation Z","Europe"
"4837","Bulgaria",2011,"Male","75+",98,226843,57418414504,8137,"Silent","Europe"
"4838","Bulgaria",2011,"Male","55-74",209,813732,57418414504,8137,"Boomers","Europe"
"4839","Bulgaria",2011,"Male","35-54",201,1054285,57418414504,8137,"Generation X","Europe"
"4840","Bulgaria",2011,"Female","75+",48,372993,57418414504,8137,"Silent","Europe"
"4841","Bulgaria",2011,"Male","25-34",59,543115,57418414504,8137,"Millenials","Europe"
"4842","Bulgaria",2011,"Male","15-24",36,442991,57418414504,8137,"Millenials","Europe"
"4843","Bulgaria",2011,"Female","55-74",51,990352,57418414504,8137,"Boomers","Europe"
"4844","Bulgaria",2011,"Female","35-54",41,1036483,57418414504,8137,"Generation X","Europe"
"4845","Bulgaria",2011,"Female","15-24",11,419980,57418414504,8137,"Millenials","Europe"
"4846","Bulgaria",2011,"Female","25-34",7,509076,57418414504,8137,"Millenials","Europe"
"4847","Bulgaria",2011,"Male","5-14",2,332601,57418414504,8137,"Generation Z","Europe"
"4848","Bulgaria",2011,"Female","5-14",0,314076,57418414504,8137,"Generation Z","Europe"
"4849","Bulgaria",2012,"Male","75+",140,228793,53903022339,7745,"Silent","Europe"
"4850","Bulgaria",2012,"Male","55-74",244,828882,53903022339,7745,"Boomers","Europe"
"4851","Bulgaria",2012,"Male","35-54",181,1052298,53903022339,7745,"Generation X","Europe"
"4852","Bulgaria",2012,"Female","75+",61,378562,53903022339,7745,"Silent","Europe"
"4853","Bulgaria",2012,"Male","25-34",62,520738,53903022339,7745,"Millenials","Europe"
"4854","Bulgaria",2012,"Male","15-24",45,418715,53903022339,7745,"Millenials","Europe"
"4855","Bulgaria",2012,"Female","55-74",65,1000743,53903022339,7745,"Boomers","Europe"
"4856","Bulgaria",2012,"Female","35-54",46,1014327,53903022339,7745,"Generation X","Europe"
"4857","Bulgaria",2012,"Female","15-24",14,394971,53903022339,7745,"Millenials","Europe"
"4858","Bulgaria",2012,"Female","25-34",13,482889,53903022339,7745,"Millenials","Europe"
"4859","Bulgaria",2012,"Male","5-14",1,328547,53903022339,7745,"Generation Z","Europe"
"4860","Bulgaria",2012,"Female","5-14",0,310187,53903022339,7745,"Generation Z","Europe"
"4861","Bulgaria",2013,"Male","75+",113,228209,55758754072,8057,"Silent","Europe"
"4862","Bulgaria",2013,"Male","55-74",207,831118,55758754072,8057,"Boomers","Europe"
"4863","Bulgaria",2013,"Male","35-54",164,1052928,55758754072,8057,"Generation X","Europe"
"4864","Bulgaria",2013,"Female","75+",47,380633,55758754072,8057,"Silent","Europe"
"4865","Bulgaria",2013,"Male","25-34",56,514523,55758754072,8057,"Millenials","Europe"
"4866","Bulgaria",2013,"Male","15-24",32,397784,55758754072,8057,"Millenials","Europe"
"4867","Bulgaria",2013,"Female","55-74",41,1002925,55758754072,8057,"Boomers","Europe"
"4868","Bulgaria",2013,"Female","35-54",41,1012070,55758754072,8057,"Generation X","Europe"
"4869","Bulgaria",2013,"Female","25-34",12,477076,55758754072,8057,"Millenials","Europe"
"4870","Bulgaria",2013,"Female","15-24",6,374785,55758754072,8057,"Millenials","Europe"
"4871","Bulgaria",2013,"Female","5-14",1,315034,55758754072,8057,"Generation Z","Europe"
"4872","Bulgaria",2013,"Male","5-14",1,333559,55758754072,8057,"Generation Z","Europe"
"4873","Bulgaria",2014,"Male","75+",120,227129,56731990232,8241,"Silent","Europe"
"4874","Bulgaria",2014,"Male","55-74",194,833666,56731990232,8241,"Boomers","Europe"
"4875","Bulgaria",2014,"Female","75+",67,382347,56731990232,8241,"Silent","Europe"
"4876","Bulgaria",2014,"Male","35-54",156,1052572,56731990232,8241,"Generation X","Europe"
"4877","Bulgaria",2014,"Male","25-34",47,508827,56731990232,8241,"Millenials","Europe"
"4878","Bulgaria",2014,"Male","15-24",33,378681,56731990232,8241,"Millenials","Europe"
"4879","Bulgaria",2014,"Female","55-74",54,1005439,56731990232,8241,"Boomers","Europe"
"4880","Bulgaria",2014,"Female","35-54",33,1009528,56731990232,8241,"Generation X","Europe"
"4881","Bulgaria",2014,"Female","25-34",13,472176,56731990232,8241,"Millenials","Europe"
"4882","Bulgaria",2014,"Female","15-24",5,356406,56731990232,8241,"Millenials","Europe"
"4883","Bulgaria",2014,"Male","5-14",2,337969,56731990232,8241,"Generation Z","Europe"
"4884","Bulgaria",2014,"Female","5-14",0,319134,56731990232,8241,"Generation Z","Europe"
"4885","Cabo Verde",2011,"Male","75+",2,4954,1864824081,4124,"Silent","Africa"
"4886","Cabo Verde",2011,"Male","35-54",18,47077,1864824081,4124,"Generation X","Africa"
"4887","Cabo Verde",2011,"Male","25-34",8,42962,1864824081,4124,"Millenials","Africa"
"4888","Cabo Verde",2011,"Female","55-74",2,19887,1864824081,4124,"Boomers","Africa"
"4889","Cabo Verde",2011,"Male","15-24",5,57386,1864824081,4124,"Millenials","Africa"
"4890","Cabo Verde",2011,"Male","55-74",1,14827,1864824081,4124,"Boomers","Africa"
"4891","Cabo Verde",2011,"Male","5-14",3,57301,1864824081,4124,"Generation Z","Africa"
"4892","Cabo Verde",2011,"Female","35-54",2,49078,1864824081,4124,"Generation X","Africa"
"4893","Cabo Verde",2011,"Female","15-24",1,56039,1864824081,4124,"Millenials","Africa"
"4894","Cabo Verde",2011,"Female","25-34",0,38528,1864824081,4124,"Millenials","Africa"
"4895","Cabo Verde",2011,"Female","5-14",0,56558,1864824081,4124,"Generation Z","Africa"
"4896","Cabo Verde",2011,"Female","75+",0,7582,1864824081,4124,"Silent","Africa"
"4897","Canada",1985,"Male","75+",111,390200,364756499451,15522,"G.I. Generation","Americas"
"4898","Canada",1985,"Male","55-74",502,1841000,364756499451,15522,"G.I. Generation","Americas"
"4899","Canada",1985,"Male","25-34",605,2240500,364756499451,15522,"Boomers","Americas"
"4900","Canada",1985,"Male","35-54",774,3046800,364756499451,15522,"Silent","Americas"
"4901","Canada",1985,"Male","15-24",560,2224600,364756499451,15522,"Generation X","Americas"
"4902","Canada",1985,"Female","35-54",255,3025600,364756499451,15522,"Silent","Americas"
"4903","Canada",1985,"Female","55-74",166,2092200,364756499451,15522,"G.I. Generation","Americas"
"4904","Canada",1985,"Female","25-34",148,2257500,364756499451,15522,"Boomers","Americas"
"4905","Canada",1985,"Female","75+",34,642900,364756499451,15522,"G.I. Generation","Americas"
"4906","Canada",1985,"Female","15-24",85,2143200,364756499451,15522,"Generation X","Americas"
"4907","Canada",1985,"Male","5-14",13,1844400,364756499451,15522,"Generation X","Americas"
"4908","Canada",1985,"Female","5-14",5,1751000,364756499451,15522,"Generation X","Americas"
"4909","Canada",1986,"Male","75+",143,394400,377437927312,16062,"G.I. Generation","Americas"
"4910","Canada",1986,"Male","25-34",719,2248800,377437927312,16062,"Boomers","Americas"
"4911","Canada",1986,"Male","35-54",878,3098100,377437927312,16062,"Silent","Americas"
"4912","Canada",1986,"Male","55-74",520,1862900,377437927312,16062,"G.I. Generation","Americas"
"4913","Canada",1986,"Male","15-24",570,2116700,377437927312,16062,"Generation X","Americas"
"4914","Canada",1986,"Female","35-54",307,3087900,377437927312,16062,"Silent","Americas"
"4915","Canada",1986,"Female","55-74",191,2115500,377437927312,16062,"G.I. Generation","Americas"
"4916","Canada",1986,"Female","25-34",172,2278400,377437927312,16062,"Boomers","Americas"
"4917","Canada",1986,"Female","75+",36,653100,377437927312,16062,"G.I. Generation","Americas"
"4918","Canada",1986,"Female","15-24",109,2061500,377437927312,16062,"Generation X","Americas"
"4919","Canada",1986,"Male","5-14",20,1836900,377437927312,16062,"Generation X","Americas"
"4920","Canada",1986,"Female","5-14",5,1744900,377437927312,16062,"Generation X","Americas"
"4921","Canada",1987,"Male","25-34",709,2290800,431316742081,18124,"Boomers","Americas"
"4922","Canada",1987,"Male","75+",117,408700,431316742081,18124,"G.I. Generation","Americas"
"4923","Canada",1987,"Male","55-74",535,1896900,431316742081,18124,"G.I. Generation","Americas"
"4924","Canada",1987,"Male","35-54",874,3179200,431316742081,18124,"Silent","Americas"
"4925","Canada",1987,"Male","15-24",532,2085000,431316742081,18124,"Generation X","Americas"
"4926","Canada",1987,"Female","35-54",298,3176700,431316742081,18124,"Silent","Americas"
"4927","Canada",1987,"Female","55-74",171,2148300,431316742081,18124,"G.I. Generation","Americas"
"4928","Canada",1987,"Female","25-34",178,2317300,431316742081,18124,"Boomers","Americas"
"4929","Canada",1987,"Female","75+",47,679400,431316742081,18124,"G.I. Generation","Americas"
"4930","Canada",1987,"Female","15-24",100,2019400,431316742081,18124,"Generation X","Americas"
"4931","Canada",1987,"Male","5-14",25,1843600,431316742081,18124,"Generation X","Americas"
"4932","Canada",1987,"Female","5-14",5,1752800,431316742081,18124,"Generation X","Americas"
"4933","Canada",1988,"Male","75+",130,424900,507354351182,21069,"G.I. Generation","Americas"
"4934","Canada",1988,"Male","25-34",679,2326400,507354351182,21069,"Boomers","Americas"
"4935","Canada",1988,"Male","55-74",525,1924900,507354351182,21069,"G.I. Generation","Americas"
"4936","Canada",1988,"Male","15-24",549,2041900,507354351182,21069,"Generation X","Americas"
"4937","Canada",1988,"Male","35-54",827,3266900,507354351182,21069,"Silent","Americas"
"4938","Canada",1988,"Female","35-54",322,3274100,507354351182,21069,"Silent","Americas"
"4939","Canada",1988,"Female","25-34",168,2350300,507354351182,21069,"Boomers","Americas"
"4940","Canada",1988,"Female","55-74",142,2175900,507354351182,21069,"G.I. Generation","Americas"
"4941","Canada",1988,"Female","75+",44,708300,507354351182,21069,"G.I. Generation","Americas"
"4942","Canada",1988,"Female","15-24",96,1968700,507354351182,21069,"Generation X","Americas"
"4943","Canada",1988,"Male","5-14",24,1854500,507354351182,21069,"Generation X","Americas"
"4944","Canada",1988,"Female","5-14",4,1763800,507354351182,21069,"Generation X","Americas"
"4945","Canada",1989,"Male","75+",131,444600,565055743243,23188,"G.I. Generation","Americas"
"4946","Canada",1989,"Male","25-34",666,2352400,565055743243,23188,"Boomers","Americas"
"4947","Canada",1989,"Male","15-24",528,1997200,565055743243,23188,"Generation X","Americas"
"4948","Canada",1989,"Male","55-74",501,1946000,565055743243,23188,"G.I. Generation","Americas"
"4949","Canada",1989,"Male","35-54",850,3366100,565055743243,23188,"Silent","Americas"
"4950","Canada",1989,"Female","35-54",322,3384300,565055743243,23188,"Silent","Americas"
"4951","Canada",1989,"Female","55-74",163,2195700,565055743243,23188,"G.I. Generation","Americas"
"4952","Canada",1989,"Female","25-34",174,2371500,565055743243,23188,"Boomers","Americas"
"4953","Canada",1989,"Female","75+",40,741000,565055743243,23188,"G.I. Generation","Americas"
"4954","Canada",1989,"Female","15-24",91,1919500,565055743243,23188,"Generation X","Americas"
"4955","Canada",1989,"Male","5-14",19,1870700,565055743243,23188,"Generation X","Americas"
"4956","Canada",1989,"Female","5-14",6,1779400,565055743243,23188,"Generation X","Americas"
"4957","Canada",1990,"Male","75+",149,459600,593929550908,24041,"G.I. Generation","Americas"
"4958","Canada",1990,"Male","25-34",703,2372600,593929550908,24041,"Boomers","Americas"
"4959","Canada",1990,"Male","35-54",884,3483200,593929550908,24041,"Silent","Americas"
"4960","Canada",1990,"Male","15-24",484,1970600,593929550908,24041,"Generation X","Americas"
"4961","Canada",1990,"Male","55-74",430,1969600,593929550908,24041,"G.I. Generation","Americas"
"4962","Canada",1990,"Female","35-54",293,3506700,593929550908,24041,"Silent","Americas"
"4963","Canada",1990,"Female","25-34",154,2388600,593929550908,24041,"Boomers","Americas"
"4964","Canada",1990,"Female","55-74",125,2216700,593929550908,24041,"G.I. Generation","Americas"
"4965","Canada",1990,"Female","15-24",94,1888000,593929550908,24041,"Generation X","Americas"
"4966","Canada",1990,"Female","75+",32,768500,593929550908,24041,"G.I. Generation","Americas"
"4967","Canada",1990,"Male","5-14",23,1882100,593929550908,24041,"Generation X","Americas"
"4968","Canada",1990,"Female","5-14",7,1798200,593929550908,24041,"Generation X","Americas"
"4969","Canada",1991,"Male","25-34",713,2420300,610328183643,24038,"Boomers","Americas"
"4970","Canada",1991,"Male","75+",139,478900,610328183643,24038,"G.I. Generation","Americas"
"4971","Canada",1991,"Male","15-24",539,1943600,610328183643,24038,"Generation X","Americas"
"4972","Canada",1991,"Male","35-54",974,3663400,610328183643,24038,"Boomers","Americas"
"4973","Canada",1991,"Male","55-74",490,2031500,610328183643,24038,"Silent","Americas"
"4974","Canada",1991,"Female","35-54",271,3674300,610328183643,24038,"Boomers","Americas"
"4975","Canada",1991,"Female","25-34",177,2446400,610328183643,24038,"Boomers","Americas"
"4976","Canada",1991,"Female","55-74",154,2263200,610328183643,24038,"Silent","Americas"
"4977","Canada",1991,"Female","15-24",76,1886900,610328183643,24038,"Generation X","Americas"
"4978","Canada",1991,"Female","75+",31,795900,610328183643,24038,"G.I. Generation","Americas"
"4979","Canada",1991,"Male","5-14",20,1941100,610328183643,24038,"Millenials","Americas"
"4980","Canada",1991,"Female","5-14",9,1844900,610328183643,24038,"Millenials","Americas"
"4981","Canada",1992,"Male","25-34",739,2561600,592387689253,22393,"Boomers","Americas"
"4982","Canada",1992,"Male","75+",136,499900,592387689253,22393,"G.I. Generation","Americas"
"4983","Canada",1992,"Male","35-54",1020,3889500,592387689253,22393,"Boomers","Americas"
"4984","Canada",1992,"Male","15-24",504,2042300,592387689253,22393,"Generation X","Americas"
"4985","Canada",1992,"Male","55-74",497,2087600,592387689253,22393,"Silent","Americas"
"4986","Canada",1992,"Female","35-54",323,3857500,592387689253,22393,"Boomers","Americas"
"4987","Canada",1992,"Female","55-74",146,2313800,592387689253,22393,"Silent","Americas"
"4988","Canada",1992,"Female","25-34",155,2499900,592387689253,22393,"Boomers","Americas"
"4989","Canada",1992,"Female","15-24",119,1969200,592387689253,22393,"Generation X","Americas"
"4990","Canada",1992,"Female","75+",35,834600,592387689253,22393,"G.I. Generation","Americas"
"4991","Canada",1992,"Male","5-14",26,1995400,592387689253,22393,"Millenials","Americas"
"4992","Canada",1992,"Female","5-14",8,1903100,592387689253,22393,"Millenials","Americas"
"4993","Canada",1993,"Male","35-54",1141,4049700,577170761956,21421,"Boomers","Americas"
"4994","Canada",1993,"Male","25-34",721,2568700,577170761956,21421,"Boomers","Americas"
"4995","Canada",1993,"Male","75+",138,513400,577170761956,21421,"G.I. Generation","Americas"
"4996","Canada",1993,"Male","15-24",488,2054700,577170761956,21421,"Generation X","Americas"
"4997","Canada",1993,"Male","55-74",499,2127800,577170761956,21421,"Silent","Americas"
"4998","Canada",1993,"Female","35-54",331,4013200,577170761956,21421,"Boomers","Americas"
"4999","Canada",1993,"Female","75+",55,858000,577170761956,21421,"G.I. Generation","Americas"
"5000","Canada",1993,"Female","55-74",146,2348500,577170761956,21421,"Silent","Americas"
"5001","Canada",1993,"Female","25-34",146,2501800,577170761956,21421,"Boomers","Americas"
"5002","Canada",1993,"Female","15-24",93,1978900,577170761956,21421,"Generation X","Americas"
"5003","Canada",1993,"Male","5-14",27,2009100,577170761956,21421,"Millenials","Americas"
"5004","Canada",1993,"Female","5-14",18,1920900,577170761956,21421,"Millenials","Americas"
"5005","Canada",1994,"Male","75+",160,527500,578139279438,21219,"G.I. Generation","Americas"
